filename,class,status,reason
-win-holding-his-fists-shout-wow-mature-hispanic-man-happy-his-win-122652456.jpg,anger,success,
g2818sb7780bmkdapg.jpg,anger,success,
g3ry3pkr1npzzhoetl.jpg,anger,success,
g417hk78zy2bj09kk9.jpg,anger,success,
g42xe2t4ugw8a2pq4w.jpg,anger,success,
g43dpf7iroibvwtjit.jpg,anger,success,
g5bu83q50sftz7rx9n.jpg,anger,success,
g5covv2gzr1gujhlty.jpg,anger,success,
g60siq9z3hzyu7zb3o.jpg,anger,success,
g6ic2rihk9g63m51h7.jpg,anger,success,
g6xgrntszdu0qzwpji.jpg,anger,success,
g6ymj0uy9mhncoyrxd.jpg,anger,success,
g7re4c8l05kbqqh5mg.jpg,anger,success,
g7upq9trwmhf1oetgg.jpg,anger,success,
g8a4mw16bnr9o25oqd.jpg,anger,success,
g913ioe8wwg2ej06h0.jpg,anger,success,
ga228xx0ev5bzcwwik.jpg,anger,success,
ga5g0gjbgz2zct7vnb.jpg,anger,failed,偵測到多於一張人臉 (2 張)
gafygi86x8rogi4mfb.jpg,anger,success,
gam6lrnz3xeebdpanc.jpg,anger,success,
ganhrce2edip06w7an.jpg,anger,success,
GBP-scam.jpg,anger,success,
gcam29n1t0ckssuqpm.jpg,anger,success,
gdli6adbasjcw7uvim.jpg,anger,success,
gdpakpqk2iqf7adgjc.jpg,anger,success,
gdshj2cuvgptj37mwa.jpg,anger,success,
ge1jkzh3eo6k6dkb2v.jpg,anger,success,
ge8kba3a8j6mwya7jg.jpg,anger,success,
gf1hzzo5a6sefs7cjo.jpg,anger,success,
gfipqz0mtdm536zrbn.jpg,anger,success,
gfv420vao1ad716x4t.jpg,anger,success,
gfyoe3zypsw0svkvot.jpg,anger,success,
gg8x0zudzwpy7arvmb.jpg,anger,success,
ggg4mn1vohwywall9e.jpg,anger,success,
ggm3qscae2y4hpt68k.jpg,anger,success,
ghcgu2wf4hd7pfalxs.jpg,anger,success,
gi0gp6m7tkndd6f112.jpg,anger,success,
gi0venvjw7zp0x7g27.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.91)
gi15ysicj7gd7gnlb9.jpg,anger,failed,偵測到多於一張人臉 (2 張)
gi5wrkave87z9bp2r1.jpg,anger,success,
gifilplwl2wk7bvssp.jpg,anger,failed,偵測到多於一張人臉 (2 張)
gijjv6lo56o1tu38j2.jpg,anger,success,
gjd2m0twkxuuko294r.jpg,anger,success,
gl84brtlxrnpromxrz.jpg,anger,success,
glwcwbl2po7a150gp4.jpg,anger,success,
gm2x2u5jwf4mkibodr.jpg,anger,success,
gm73cvq8lp8dvwxm1s.jpg,anger,success,
gmd4i3btmyzwsbx2vd.jpg,anger,success,
gmpjvx38elyg0cye0d.jpg,anger,success,
gn70ulrpfpexrcnzzl.jpg,anger,success,
godupdates-lady-got-rude-with-a-Starbucks-barista-apology-letter-fb.jpg,anger,success,
goek32jzdjjkle60cz.jpg,anger,success,
gog1i3qqqj2cm5jiuc.jpg,anger,success,
gooprha47vibt86u4g.jpg,anger,success,
gr0n9z2if2cr0v5rch.jpg,anger,success,
gr551abrbhj0c3v7ix.jpg,anger,success,
gr58mgnatvb8u7gkac.jpg,anger,success,
grdh6brx51v3xinvrb.jpg,anger,success,
grumpy-senior-man.jpg,anger,success,
gs2trkwi7hos146z4w.jpg,anger,success,
gs84txnh5el02zkbp9.jpg,anger,success,
gsdbbh55557mi0cas4.jpg,anger,success,
gssths0kyu8ulve7sg.jpg,anger,success,
gthmpih8udn51ec8eo.jpg,anger,success,
gtsc9876oqghvxobog.jpg,anger,success,
gulvd21k2i0kiyrip0.jpg,anger,success,
gv232bwvvkb8m27mh1.jpg,anger,success,
gvwj848i437jakzshe.jpg,anger,success,
gvyytfxue60fydudwm.jpg,anger,success,
gx4r2iqnh7lqcr25mt.jpg,anger,success,
gxdbkax6jk36e5fqf5.jpg,anger,failed,偵測到多於一張人臉 (2 張)
gxlipu9pvronlao3ix.jpg,anger,success,
gxwahc5ypbvqdwarhb.jpg,anger,success,
gy4912de6dob9glhta.jpg,anger,success,
gy4k44w23t7we14vod.jpg,anger,success,
gya78toe8acx9f1oqb.jpg,anger,success,
gyi3tunx4pd4uep74y.jpg,anger,success,
gykfnh4c1zev1lb4ny.jpg,anger,success,
gys98nlu9hsyek632k.jpg,anger,success,
gyxnznvc0hjr3l6tt6.jpg,anger,success,
gzsdb03ebj7ayt53k7.jpg,anger,success,
h0g9s7ftd31xd88pir.jpg,anger,success,
h0uyuvx12plrieli3j.jpg,anger,success,
h0x3ec6zrclylb6cbh.jpg,anger,success,
h1p8bjurj34mvukdyi.jpg,anger,failed,偵測到多於一張人臉 (2 張)
h3isk72ncauwotdlqc.jpg,anger,failed,偵測到多於一張人臉 (2 張)
h3myzm0wa22g62u7qx.jpg,anger,success,
h3x8kpywna15busbgj.jpg,anger,failed,偵測到多於一張人臉 (3 張)
h4ckioma3zs4rutbyp.jpg,anger,success,
h4vzq9y5zc6u81cc3w.jpg,anger,success,
h6mrzcotjb74dlqb9e.jpg,anger,success,
hate-job.jpg,anger,success,
health-effects-road-rage.jpg,anger,success,
hitting-featured.jpg,anger,failed,偵測到多於一張人臉 (2 張)
I-hate-my-job.jpeg,anger,success,
i-warned-you-that-would-happen.jpg,anger,success,
ing-closeup-portrait-stunned-hands-air-yelling-gray-wall-background-56024080.jpg,anger,success,
internal-1.jpg,anger,success,
ion-hack-business-computer-malware-ransomware-cyber-extortion-hack-232720009.jpg,anger,success,
iStock-1136561750-768x512.jpg,anger,success,
iStock_000040016530_Large.jpg,anger,success,
iStock_1054346638.jpg,anger,success,
ive-had-it.jpg,anger,success,
laflor.jpg,anger,success,
Learn-How-to-Protect-Yourself-from-Aggressive-Drivers-on-the-Road-1024x683.jpg,anger,success,
lemon-car-law.jpg,anger,failed,偵測到多於一張人臉 (2 張)
little-child-boy-looking-at-the-camera-posing-at-a-playground.jpg,anger,success,
mad-male-employee-blaming-female-colleague-for-mistake.jpg,anger,success,
mad-young-woman-worker-losing-job-result-on-broken-pc.jpg,anger,success,
mature-mom-listens-with-displeased-look-on-her-face.jpg,anger,success,
maxresdefault.jpg,anger,success,
maxresdefault2.jpg,anger,success,
maxresdefault3.jpg,anger,success,
men-feeling-angry-when-playing-a-video-game-in-the-living-room.jpg,anger,success,
millennial-businessman-rejecting-giving-interview-to-journalist.jpg,anger,success,
moaning-child.jpg,anger,success,
mother-furious-ex-husband-new-wife.jpg,anger,success,
mother-scolding-daughter.jpg,anger,success,
OIP.0846U2L7OhuSwKhrPv2QyAHaE8.jpg,anger,success,
OIP.2U-VMhf313UA984u5UOmFgHaE8.jpg,anger,success,
OIP.4KY2OX8QTAff8PFMslU-rQHaFU.jpg,anger,success,
OIP.5HgV6R-8EQ-LPrPMTjVxJwHaLH.jpg,anger,success,
OIP.6t0EWZ09nvNTr_GNGp-zKwAAAA.jpg,anger,success,
OIP.a91Dc2_byAp1-rnzaCOd9wHaEK.jpg,anger,success,
OIP.Bfvrze8Og25wDZ0N3KmMPgHaEK.jpg,anger,success,
OIP.dn2dWcF-BTEj-RKzuFdqhwAAAA.jpg,anger,success,
OIP.E5pUSID04ha-h8WMV54oUAHaE7.jpg,anger,success,
OIP.EafjNj5586se3BZMZrjAsQHaE7.jpg,anger,success,
OIP.gyAGims-MsWI4bYqkhv0LQHaEK.jpg,anger,success,
OIP.kLZCOln4Sk4OyWEhd2_vowHaFj.jpg,anger,success,
OIP.kOfxt7Je5QHGbLYJsIn4QQHaE8.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.99)
OIP.MF3dd0ht-oeUp7-D0StvogAAAA.jpg,anger,success,
OIP.MvQ8S8d9C8Fvnl_EyV5aCgHaE8.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.99)
OIP.mZOr1_UhZJePTPnSDiLjJAHaEo.jpg,anger,success,
OIP.n32UvivttuagnNJAx-gC6QHaE7.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.97)
OIP.OcZRZQPF5GXCjL0NSRT0cQHaE8.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.91)
OIP.PrYpWZCzXs86uw0VYRO5KwHaD8.jpg,anger,success,
OIP.qEb4NKvDPMy14OO-xj1c7QHaEK.jpg,anger,success,
OIP.sBp0c140k7M62e3o4lepvQHaE6.jpg,anger,success,
OIP.Sfy_2CiV-cgyNYxx9xtgHAHaE8.jpg,anger,success,
OIP.SnnMxi6X60FXYwyUWI_33gHaEt.jpg,anger,success,
OIP.UcAZLv4p-XewVF9bdY-augEnDT.jpg,anger,success,
OIP.XjMtyUUtx9LsnbMUQjTTsAHaDt.jpg,anger,success,
OIP.zYe8gCimgCnbRfmVn437jQAAAA.jpg,anger,success,
OIP._fIX8tH_SU-ZbqmsJIBsCwHaEo.jpg,anger,success,
onlinedebate_mini.jpg,anger,success,
p1-287-cover-image-feat-1920x1008.jpg,anger,success,
pc-ran-into-problem.jpg,anger,success,
pexels1.jpg,anger,success,
portrait-angry-bald-man-aggressive-260nw-1366656503.jpg,anger,success,
portrait-annoyed-teenager-screaming-looking-camera_74580-3262.jpg,anger,success,
portrait-of-a-brazilian-wearing-a-basic-white-shirt-from-the-front-with-his-hands-raised-at.jpg,anger,success,
portrait-senior-angry-man-screaming-80764503.jpg,anger,success,
pression-displeasure-actively-gesticulating-behind-wheel-car-angry-122062745.jpg,anger,success,
pression-fear-human-emotions-facial-expressions-neutral-background-128517043.jpg,anger,success,
reactive-parenting.jpg,anger,success,
road-rage-300x168.jpg,anger,success,
road-rage-criminal-offense-law-offices-of-anthony-carbone-1024x682.jpg,anger,success,
road-rage-enraged-young-woman-260nw-1724744341.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.91)
Road-Rage-iStock-425x280.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.99)
road-rage-traffic-jam-concept.jpg,anger,success,
RS32811_GettyImages-1006837910-scr.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.90)
Screenshot-2019-11-08-at-11.42.49.png,anger,success,
senior-angry-man-portrait-posing-white-background-39807762.jpg,anger,success,
senior-businessman-making-threatening-video-call.jpg,anger,success,
senior-man-nervous-crisis-fury-european-blue-shirt-clenching-his-teeth-143449854.jpg,anger,success,
senior-man-with-nervous-crisis-he-is-fury_262288-4023.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.98)
senior-woman-feeling-worried-about-the-increase-in-groceries-prices.jpg,anger,success,
shocked-senior-man-holding-his-260nw-629995508.jpg,anger,success,
shocked-unhappy-afro-businesswoman-talk-on-phone-call-point-finger-at-laptop-screen-solving.jpg,anger,success,
shot-of-a-young-businessman-shouting-into-his-mobile-phone-against-a-studio-background.jpg,anger,success,
shot-of-a-young-businesswoman-looking-angry-while-using-a-laptop-in-an-office.jpg,anger,success,
shot-of-a-young-businesswoman-yelling-while-using-a-laptop-in-an-office-at-work.jpg,anger,success,
shutterstock_112225889.jpg,anger,success,
shutterstock_133731200.jpg,anger,success,
shutterstock_403523503.jpg,anger,success,
side-view-of-young-woman-shouting.jpg,anger,success,
Smart-Driving-Tips-16-e1551699333173.jpg,anger,success,
spammessage.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.91)
stages-of-grief-02.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.97)
stressed-angry-woman-driver-s-seat-modern-car-view-windshield-228347010.jpg,anger,success,
stressed-woman.jpg,anger,success,
studio-portrait-of-a-senior-woman-yelling-against-a-grey-background.jpg,anger,success,
The-First-Pit-Stop-1080x607.jpg,anger,success,
the-young-emotional-angry-woman-screaming-on-blue-studio-background.jpg,anger,success,
things-dont-feel-the-same-anymore.jpg,anger,success,
this-was-a-frustration-he-just-couldnt-deal-with.jpg,anger,success,
thoughtful-entrepreneur-leaning-against-a-glass-window-in-his-office.jpg,anger,success,
throwing-documents-yelling-burn-out-looking-screen-blunder-mistake-183655610.jpg,anger,success,
timpic_p3480931.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.95)
top-notebook-office-stressed-angry-business-woman-screaming-laptop-157430629.jpg,anger,success,
turing-fear-hands-face-close-up-portrait-scared-frightened-old-man-131232122.jpg,anger,success,
two-angry-businesspeople-disputing.jpg,anger,failed,偵測到多於一張人臉 (2 張)
upset-fat-woman-looking-annoyed-and-looking-at-the-camera.jpg,anger,success,
upset-furious-woman-fighting-and-blaming-with-a-finger.jpg,anger,success,
upset-woman-in-a-supermarket-shocked-about-the-price.jpg,anger,success,
upset.jpg,anger,success,
Virtual-Workplace-2.jpg,anger,success,
Website-Crash.jpg,anger,success,
What-Does-your-Stress-Look-Like.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.99)
white-background-conceptual-studio-shoot-of-a-angry-indian-bearded-man.jpg,anger,success,
white-woman-angry-behind-wheel-of-car-in-daylight-shutterstock___22114439556.jpg,anger,success,
Why-does-NordVPN-keep-logging-me-out-1-1.jpg,anger,success,
woman-at-computer.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.92)
woman-at-PC_WTF_16x9.jpg,anger,success,
woman-screaming-room_777078-52631.jpg,anger,success,
worstdrivers.jpg,anger,success,
wrath_the_teen_mentor.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 1.00)
xtremely-bossy-and-took-joy-telling-people-how-to-live.-He-didnt-know-Jesus..jpg,anger,success,
y-modern-office-people-emotions-business-concept-copy-space-wide-angle-photo.jpg,anger,failed,偵測到多於一張人臉 (2 張)
young-black-couple-arguing-at-dining-table.jpg,anger,success,
young-caucasian-man-angry-frustrated-and-furious-with-his-phone-angry-with-customer-service.jpg,anger,success,
young-woman-holding-smartphone-read-bad-news-feels-concerned.jpg,anger,success,
zee4.jpg,anger,failed,圖片相似度過高 (與同類別中已接受圖片的最大相似度: 0.93)
-asian-man-portrait-with-no-retouched-skin-in-the-pink-background-2041396331.jpg,disgust,success,
-casual-clothes-disgusted-expression-displeased-and-fearful-doing-2053456178.jpg,disgust,success,
-casual-t-shirt-standing-over-isolated-white-background-disgusted-1475836610.jpg,disgust,success,
-over-pink-background-disgusted-expression-displeased-and-fearful-2267845857.jpg,disgust,success,
-over-pink-background-disgusted-expression-displeased-and-fearful-2349106257.jpg,disgust,success,
1000_F_156053211_NypiACrU86pLRceCFI9Sjk9znps74wTH.jpg,disgust,success,
360_F_116931569_TYf7rM2NTts3JUW4h1J4tD8ovKZypWJ9.jpg,disgust,success,
360_F_129384401_2jDyFu0FvIAGHE2SuUk0s9c8xkt2xhVq.jpg,disgust,success,
360_F_164398147_BU6nBVrw5Y6c0EysOorGufNK3mNE42I5.jpg,disgust,success,
360_F_281183605_JBl4PkcdRsCBT8CthQvvGgBRVQ0IHvfQ.jpg,disgust,success,
360_F_299279399_QoGxfdRXrYPkAquWjKZE5pxUB4vHqbL6.jpg,disgust,success,
360_F_321726194_pHtxATrvAwNke9rwEEmUDVNXBIRJGefv.jpg,disgust,success,
360_F_396679097_sjQOVWw6BjdFYONNeqnJsCAb6rBNN8Z5.jpg,disgust,success,
360_F_447078028_AXkehbTUmIwzbL5Puv2EwzSsmCcPGTsi.jpg,disgust,success,
360_F_496787125_CPbtsGXlsJu11T4sCziVGd9QNKW1VWbK.jpg,disgust,success,
360_F_521888339_uiDecnIEQlvhlRx63hmTJk0a1htNfNjQ.jpg,disgust,success,
360_F_521903938_p4BfCmVUy8KMs5HR4JS62JnQdzwpHnad.jpg,disgust,failed,偵測到多於一張人臉 (3 張)
360_F_561610172_PhCRKic8HWqYS9KGE4vNSL1WM2JZFrVd.jpg,disgust,success,
360_F_570872504_fdrbceSQ662ZfWjjqw9Y4GucX82Wle3a.jpg,disgust,success,
360_F_599904585_w0VVb2DyTmYDxT3aukbFyMWsBhcb0BMx.jpg,disgust,success,
360_F_84670412_cIAHhDJnhzvCpoZEPbLadJ3KPsaIUiRx.jpg,disgust,success,
57194301-pretty-disgusted-girl-on-a-white-background.jpg,disgust,success,
58843103-disgusted-girl-s-portrait.jpg,disgust,success,
70477370-dissatisfied-girl-negatively-and-disgusted-looks-forward-the-negative-attitude-to-something (1).jpg,disgust,success,
800px_COLOURBOX32269984.jpg,disgust,success,
african-american-woman-braids-standing-260nw-2320823489.webp,disgust,failed,檔案格式不符
african-american-woman-wearing-casual-clothes-disgusted-expression-displeased-and-fearful-doing-disgust-face-because-aversion-reaction-annoying-conc-2EMG28M.jpg,disgust,success,
air-standing-over-pink-background-disgusted-expression-displeased-2324954861.jpg,disgust,failed,偵測到多於一張人臉 (2 張)
ard-wearing-red-t-shirt-over-blue-background-disgusted-expression-2228266031.jpg,disgust,success,
asual-sweater-and-glasses-standing-over-blue-background-disgusted-1782006449.jpg,disgust,success,
attitude-angry-dissatisfied-male-has-disgusting-expression-as-sees-767465920.jpg,disgust,success,
blonde-pretty-woman-feeling-terrified-shocked-with-mouth-wide-open-surprise_1194-277526.jpg,disgust,success,
cc991c42524f271a1f1691e1b928b37f.jpg,disgust,success,
ckbee3cuuu4tal7zrv.jpg,disgust,success,
cl5sn4ab7c511e353h.jpg,disgust,success,
cl7ws7z2bk56h1d1kt.jpg,disgust,success,
close-up-sad-brunette-girl-sulking-looking-upset_1258-30429.webp,disgust,failed,檔案格式不符
close-young-male-face-looking-260nw-536355547.webp,disgust,failed,檔案格式不符
closeup-portrait-funny-angry-young-260nw-181528742.webp,disgust,failed,檔案格式不符
closeup-skeptical-displeased-attractive-girl-shaking-head-rejection-frowning-disappointed_1258-118744.webp,disgust,failed,檔案格式不符
cmc8pxpzvo6pkd1ptv.jpg,disgust,success,
cmg6660a74q0fes9na.jpg,disgust,success,
cmlzw7v76zskkuxg85.jpg,disgust,success,
co2om7ekfgihqy9clg.jpg,disgust,success,
co6v57uuf5wq6n84z6.jpg,disgust,success,
cogxwvj6pdb8surbrg.jpg,disgust,success,
confused-shocked-gasping-middleaged-redhead-woman-cringe-frustrated-puzzled-open-mouth-speechless-freak-out-strange-shocking-scene-stand-green-wall-perplexed-disappointed_1258-46279.webp,disgust,failed,檔案格式不符
cp73gpw6t7x4u6l454.jpg,disgust,success,
cpc2qvf0uopffkr8jq.jpg,disgust,success,
cphybgtsuhmyl4x06o.jpg,disgust,success,
cpqodyl5o2bxprdury.jpg,disgust,success,
cq38jnhwg7y15250lx.jpg,disgust,success,
cqd8kfrwfi6os6k48h.jpg,disgust,success,
cqs87glt2r7jd54u6z.jpg,disgust,success,
cqt0jl1w9zrlxp5vbz.jpg,disgust,success,
cquk7pf3pck9kr47pk.jpg,disgust,success,
cra80zwyyunnl2d281.jpg,disgust,success,
crdd92ynr59k1df1lx.jpg,disgust,success,
crwx15ozcukwg4mcwr.jpg,disgust,success,
cs0k3kddyhc30z32ed.jpg,disgust,success,
csi7rxvd0jef22jdm8.jpg,disgust,success,
csnkvsyn0xwl7kjgw4.jpg,disgust,success,
csskeiw7j9mfawjy4r.jpg,disgust,success,
cssr67is17ufzxu6zo.jpg,disgust,success,
ctvx2pmqvdocr6c228.jpg,disgust,success,
cu0z6eip3l17240qz0.jpg,disgust,success,
cv8uhx4wgwoq372gr3.jpg,disgust,success,
cve64sedpwfo8gqn7f.jpg,disgust,success,
cvy63gjpkvrfdu2has.jpg,disgust,success,
cvz7uolhxgbfrk0jyn.jpg,disgust,success,
cwcseh83clagkl1kdk.jpg,disgust,success,
cweq5lp0de9x8q53ps.jpg,disgust,success,
cwpvmtkuw83q2or3za.jpg,disgust,success,
cwqgqtrnootvlzuo5n.jpg,disgust,success,
cwrom2tpsxgc5dk45j.jpg,disgust,success,
cx2acxg91fbwfoy5p3.jpg,disgust,success,
cxhta6w2hpk6ritgsz.jpg,disgust,success,
cxzwt9dzixcu1wuu0a.jpg,disgust,success,
cymmb6smbo3id9tfpp.jpg,disgust,success,
cz2nsxsren3kvedt7u.jpg,disgust,success,
cz6xpybqfvn7pmad1a.jpg,disgust,success,
czpgnm401fwlfr1kpi.jpg,disgust,success,
D1028_55_776_1200.jpg,disgust,failed,偵測到多於一張人臉 (2 張)
d1dzidvm2bpw2cdzu9.jpg,disgust,success,
depositphotos_210198264-stock-photo-beautiful-young-hispanic-woman-wearing.jpg,disgust,success,
depositphotos_255961840-stock-photo-beautiful-young-african-american-woman.jpg,disgust,success,
depositphotos_390236786-stock-photo-young-beautiful-woman-wearing-casual.jpg,disgust,success,
depositphotos_467329060-stock-photo-african-american-woman-wearing-casual.jpg,disgust,success,
depositphotos_599731792-stock-photo-young-beautiful-woman-standing-casual.jpg,disgust,success,
depositphotos_655236698-stock-photo-beautiful-woman-standing-pink-background.jpg,disgust,success,
depositphotos_73137665-stock-photo-disgusted-woman.jpg,disgust,success,
ding-over-isolated-background-disgusted-expression-displeased-and-2186273619.jpg,disgust,success,
discontent-female-having-grumpy-expression_273609-12385.webp,disgust,failed,檔案格式不符
disgusted-bothered-woman-grimacing-cringe-from-aversion-show-refusal-stop-gesture_176420-26577.webp,disgust,failed,檔案格式不符
disgusted-guy-600w-175338359.jpg,disgust,success,
disgusted-man-260nw-173978036.webp,disgust,failed,檔案格式不符
disgusted-woman-negative-expression-her-face-disgusted-woman-negative-expression-her-face-isolated-white-136060951.webp,disgust,failed,檔案格式不符
displeased-disappointed-young-woman-pointing-up_176420-22761.jpg,disgust,success,
displeased-young-pretty-girl-ashamed-biting-lip_176420-9384.webp,disgust,failed,檔案格式不符
dissatisfied-female-model-frowns-face-600w-757886677.jpg,disgust,success,
